englishURN,collection,volumeNumber,bookNumber,bookName,babNumber,babName,hadithNumber,hadithText,bookID,grade1,grade2,comments,ourHadithNumber,matchingArabicURN,last_updated
3970,bukhari,1,8,Prayers (Salat),,,395,"<p>
Narrated `Umar (bin Al-Khattab):

<p>My Lord agreed with me in three things: 
-1. I said, ""O Allah's Apostle, I wish we took the station of Abraham as our praying place (for some of 
our prayers). So came the Divine Inspiration: And take you (people) the station of Abraham as a place 
of prayer (for some of your prayers e.g. two rak`at of Tawaf of Ka`ba)"". (2.125) 
-2. And as regards the (verse of) the veiling of the women, I said, 'O Allah's Apostle! I wish you 
ordered your wives to cover themselves from the men because good and bad ones talk to them.' So the 
verse of the veiling of the women was revealed. 
-3. Once the wives of the Prophet made a united front against the Prophet and I said to them, 'It may 
be if he (the Prophet) divorced you, (all) that his Lord (Allah) will give him instead of you wives 
better than you.' So this verse (the same as I had said) was revealed."" (66.5).",8.0,,,,53,104040,2012-04-26 07:00:00
3980,bukhari,1,8,Prayers (Salat),,,396,"<p>
Narrated Anas:

<p>as above (395).",8.0,,,,54,104050,2012-04-26 07:00:00
3990,bukhari,1,8,Prayers (Salat),,,397,"<p>
Narrated `Abdullah bin `Umar:

<p>While the people were offering the Fajr prayer at Quba' (near Medina), someone came to them and 
said: ""It has been revealed to Allah's Apostle tonight, and he has been ordered to pray facing the 
Ka`ba."" So turn your faces to the Ka`ba. Those people were facing Sham (Jerusalem) so they turned 
their faces towards Ka`ba (at Mecca).",8.0,,,,55,104060,2012-04-26 07:00:00
4000,bukhari,1,8,Prayers (Salat),,,398,"<p>
Narrated `Abdullah:

<p>""Once the Prophet offered five rak`at in Zuhr prayer. He was asked, ""Is there an increase in the 
prayer?"" The Prophet said, ""And what is it?"" They said, ""You have prayed five rak`at.' So he bent his 
legs and performed two prostrations (of Sahu).",8.0,,,,56,104070,2012-04-26 07:00:00
4010,bukhari,1,8,Prayers (Salat),,,399,"<p>
Narrated Anas bin Malik:

<p>The Prophet saw some sputum in the direction of the Qibla (on the wall of the mosque) and he 
disliked that and the sign of disgust was apparent from his face. So he got up and scraped it off with 
his hand and said, ""Whenever anyone of you stands for the prayer, he is speaking in private to his 
Lord or his Lord is between him and his Qibla. So, none of you should spit in the direction of the 
Qibla but one can spit to the left or under his foot."" The Prophet then took the corner of his sheet and 
spat in it and folded it and said, ""Or you can do this. """,8.0,,,,57,104080,2012-04-26 07:00:00
4020,bukhari,1,8,Prayers (Salat),,,400,"<p>
Narrated `Abdullah bin `Umar:

<p>Allah's Apostle saw sputum on the wall of the mosque in the direction of the Qibla and scraped it off. 
He faced the people and said, ""Whenever any one of you is praying, he should not spit in front of him 
because in the prayer Allah is in front of him.""",8.0,,,,58,104090,2012-04-26 07:00:00
4030,bukhari,1,8,Prayers (Salat),,,401,"<p>
Narrated `Aisha:

<p>(the mother of faithful believers) Allah's Apostle saw some nasal secretions, expectoration or sputum 
on the wall of the mosque in the direction of the Qibla and scraped it off.",8.0,,,,59,104100,2012-04-26 07:00:00
4040,bukhari,1,8,Prayers (Salat),,,402,"<p>
Narrated Abu Huraira and Abu Sa`id:

<p>Allah's Apostle saw some expectoration on the wall of the mosque; he took gravel and scraped it off 
and said, ""If anyone of you wanted to spit he should neither spit in front of him nor on his right but he 
could spit either on his left or under his left foot.""",8.0,,,,60,104110,2012-04-26 07:00:00
4050,bukhari,1,8,Prayers (Salat),,,403,"<p>
Narrated Abu Huraira and Abu Sa`id:

<p>Allah's Apostle saw some expectoration on the wall of the mosque; he took gravel and scraped it off 
and said, ""If anyone of you wanted to spit, he should neither spit in front of him nor on his right but 
could spit either on his left or under his left foot.""",8.0,,,,61,104120,2012-04-26 07:00:00
4060,bukhari,1,8,Prayers (Salat),,,404,"<p>
Narrated Anas:

<p>The Prophet said, ""None of you should spit in front or on his right but he could spit either on his left 
or under his foot.""",8.0,,,,62,104130,2012-04-26 07:00:00
4070,bukhari,1,8,Prayers (Salat),,,405,"<p>
Narrated Anas bin Malik:

<p>The Prophet said, ""A faithful believer while in prayer is speaking in private to his Lord, so he should 
neither spit in front of him nor to his right side but he could spit either on his left or under his foot.""",8.0,,,,63,104140,2012-04-26 07:00:00
4080,bukhari,1,8,Prayers (Salat),,,406,"<p>
Narrated Abu Sa`id:

<p>The Prophet saw sputum on (the wall of) the mosque in the direction of the Qibla and scraped it off 
with gravel. Then he forbade Spitting in front or on the right, but allowed it on one's left or under 
one's left foot.",8.0,,,,64,104150,2012-04-26 07:00:00
4090,bukhari,1,8,Prayers (Salat),,,407,"<p>
Narrated Anas bin Malik:

<p>The Prophet said, ""Spitting in the mosque is a sin and its expiation is to bury it.""",8.0,,,,65,104160,2012-04-26 07:00:00
4100,bukhari,1,8,Prayers (Salat),,,408,"<p>
Narrated Abu Huraira:

<p>Prophet said, ""If anyone of you stands for prayer, he should not spit in front of him because in prayer 
he is speaking in private to Allah and he should not spit on his right as there is an angel, but he can 
spit either on his left or under his left foot and bury it (i.e. expectoration).",8.0,,,,66,104170,2012-04-26 07:00:00
4110,bukhari,1,8,Prayers (Salat),,,409,"<p>
Narrated Anas:

<p>The Prophet saw expectoration (on the wall of the mosque) in the direction of the Qibla and scraped it 
off with his hand. It seemed that he disliked it and the sign of disgust was apparent from his face. He 
said, ""If anyone of you stands for the prayer, he is speaking in private to his Lord, (or) his Lord is 
between him and his Qibla, therefore he should not spit towards his Qibla, but he could spit either on 
his left or under his foot."" Then he took the corner of his sheet and spat in it, folded it and said, ""Or do 
this.""",8.0,,,,67,104180,2012-04-26 07:00:00
4120,bukhari,1,8,Prayers (Salat),,,410,"<p>
Narrated Abu Huraira:

<p>Allah's Apostle said, ""Do you consider or see that my face is towards the Qibla? By Allah, neither 
your submissiveness nor your bowing is hidden from me, surely I see you from my back.""",8.0,,,,68,104190,2012-04-26 07:00:00
4130,bukhari,1,8,Prayers (Salat),,,411,"<p>
Narrated Anas bin Malik:

<p>The Prophet led us in a prayer and then got up on the pulpit and said, ""In your prayer and bowing, I 
certainly see you from my back as I see you (while looking at you.)""",8.0,,,,69,104200,2012-04-26 07:00:00
4140,bukhari,1,8,Prayers (Salat),,,412,"<p>
Narrated `Abdullah bin `Umar:

<p>Allah's Apostle ordered for a horse race; the trained horses were to run from a place called Al-Hafya' 
to Thaniyat Al-Wada` and the horses which were not trained were to run from Al-Thaniya to the 
Masjid (mosque of) Bani Zuraiq. The sub narrator added: Ibn `Umar was one of those who took part 
in the race.",8.0,,,,70,104210,2012-04-26 07:00:00
4150,bukhari,1,8,Prayers (Salat),,,413,"<p>
Narrated Anas:

<p>Some goods came to Allah's Apostle from Bahrain. The Prophet ordered the people to spread them in 
the mosque --it was the biggest amount of goods Allah's Apostle had ever received. He left for prayer 
and did not even look at it. After finishing the prayer, he sat by those goods and gave from those to 
everybody he saw. Al-`Abbas came to him and said, ""O Allah's Apostle! give me (something) too, 
because I gave ransom for myself and `Aqil"". Allah's Apostle told him to take. So he stuffed his 
garment with it and tried to carry it away but he failed to do so. He said, ""O Allah's Apostle! Order 
someone to help me in lifting it."" The Prophet refused. He then said to the Prophet: Will you please 
help me to lift it?"" Allah's Apostle refused. Then Al-`Abbas threw some of it and tried to lift it (but 
failed). He again said, ""O Allah's Apostle Order someone to help me to lift it."" He refused. Al-`Abbas 
then said to the Prophet: ""Will you please help me to lift it?"" He again refused. Then Al-`Abbas threw 
some of it, and lifted it on his shoulders and went away. Allah's Apostle kept on watching him till he 
disappeared from his sight and was astonished at his greediness. Allah's Apostle did not get up till the 
last coin was distributed.",8.0,,,,71,104220,2012-04-26 07:00:00
4160,bukhari,1,8,Prayers (Salat),,,414,"<p>
Narrated Anas:

<p>I found the Prophet in the mosque along with some people. He said to me, ""Did Abu Talha send you?"" 
I said, ""Yes"". He said, ""For a meal?"" I said, ""Yes."" Then he said to his companions, ""Get up."" They set 
out and I was ahead of them.",8.0,,,,72,104230,2012-04-26 07:00:00
4170,bukhari,1,8,Prayers (Salat),,,415,"<p>
Narrated Sahl bin Sa`d:

<p>A man said, ""O Allah's Apostle! If a man finds another man with his wife, (committing adultery) 
should the husband kill him?"" Later on I saw them (the man and his wife) doing Li`an in the mosque 
(taking oaths, one accusing, and the other denying adultery).",8.0,,,,73,104240,2012-04-26 07:00:00
4180,bukhari,1,8,Prayers (Salat),,,416,"<p>
Narrated `Itban bin Malik:

<p>The Prophet came to my house and said, ""Where do you like me to pray?"" I pointed to a place. The 
Prophet then said, ""Allahu Akbar"", and we aligned behind him and he offered a two-rak`at prayer.",8.0,,,,74,104250,2012-04-26 07:00:00
4190,bukhari,1,8,Prayers (Salat),,,417,"<p>
Narrated `Itban bin Malik:

<p>who was one of the companions of Allah's Apostle and one of the Ansar's who took part in the battle 
of Badr: I came to Allah's Apostle and said, ""O Allah's Apostle I have weak eyesight and I lead my 
people in prayers. When it rains the water flows in the valley between me and my people so I cannot 
go to their mosque to lead them in prayer. O Allah's Apostle! I wish you would come to my house and 
pray in it so that I could take that place as a Musalla. Allah's Apostle said. ""Allah willing, I will do 
so."" Next day after the sun rose high, Allah's Apostle and Abu Bakr came and Allah's Apostle asked 
for permission to enter. I gave him permission and he did not sit on entering the house but said to me, 
""Where do you like me to pray?"" I pointed to a place in my house. So Allah's Apostle stood there and 
said, 'Allahu Akbar', and we all got up and aligned behind him and offered a two-rak`at prayer and 
ended it with Taslim. We requested him to stay for a meal called ""Khazira"" which we had prepared for 
him. Many members of our family gathered in the house and one of them said, ""Where is Malik bin 
Al-Dukhaishin or Ibn Al-Dukhshun?"" One of them replied, ""He is a hypocrite and does not love Allah 
and His Apostle."" Hearing that, Allah's Apostle said, ""Do not say so. Haven't you seen that he said, 
'None has the right to be worshipped but Allah' for Allah's sake only?"" He said, ""Allah and His 
Apostle know better. We have seen him helping and advising hypocrites."" 
Allah's Apostle said, ""Allah has forbidden the (Hell) fire for those who say, 'None has the right to be 
worshipped but Allah' for Allah's sake only.""",8.0,,,,75,104260,2012-04-26 07:00:00
4200,bukhari,1,8,Prayers (Salat),,,418,"<p>
Narrated `Aisha:

<p>The Prophet used to start every thing from the right (for good things) whenever it was possible in all 
his affairs; for example: in washing, combing or wearing shoes.",8.0,,,,76,104270,2012-04-26 07:00:00
4210,bukhari,1,8,Prayers (Salat),,,419,"<p>
Narrated `Aisha:

<p>Um Habiba and Um Salama mentioned about a church they had seen in Ethiopia in which there were 
pictures. They told the Prophet about it, on which he said, ""If any religious man dies amongst those 
people they would build a place of worship at his grave and make these pictures in it. They will be the 
worst creature in the sight of Allah on the Day of Resurrection.""",8.0,,,,77,104280,2012-04-26 07:00:00
4220,bukhari,1,8,Prayers (Salat),,,420,"<p>
Narrated Anas:

<p>When the Prophet arrived Medina he dismounted at `Awali-i-Medina amongst a tribe called Banu 
`Amr bin `Auf. He stayed there For fourteen nights. Then he sent for Bani An-Najjar and they came 
armed with their swords. As if I am looking (just now) as the Prophet was sitting over his Rahila 
(Mount) with Abu Bakr riding behind him and all Banu An-Najjar around him till he dismounted at 
the courtyard of Abu Aiyub's house. The Prophet loved to pray wherever the time for the prayer was 
due even at sheep-folds. Later on he ordered that a mosque should be built and sent for some people of 
Banu-An-Najjar and said, ""O Banu An-Najjar! Suggest to me the price of this (walled) piece of land 
of yours."" They replied, ""No! By Allah! We do not demand its price except from Allah."" Anas added: 
There were graves of pagans in it and some of it was unleveled and there were some date-palm trees 
in it. The Prophet ordered that the graves of the pagans be dug out and the unleveled land be level led 
and the date-palm trees be cut down . (So all that was done). They aligned these cut date-palm trees 
towards the Qibla of the mosque (as a wall) and they also built two stone side-walls (of the mosque). 
His companions brought the stones while reciting some poetic verses. The Prophet was with them and 
he kept on saying, ""There is no goodness except that of the Hereafter, O Allah! So please forgive the 
Ansars and the emigrants. """,8.0,,,,78,104290,2012-04-26 07:00:00
